,filename,top_annotation,bottom_annotation
10,clean_xml_thread93.MN.infoadded.xml,"93
Annotation for intention:

Argumentation: whether to accept InterContinental Exchange offer/Greg Whalley's and Andy Zipper's opinions on it


Annotation for control:
John Sherriff: John initiates the thread and tells the others to accept the ICE offer.


<?xml version=""1.0""?>



<!--

-

- Sequel Pro dump

- Version 155

- http://code.google.com/p/sequel-pro

-

- Host: 127.0.0.1 (MySQL 5.0.67)

- Database: enron

- Generation Time: 2008-12-01 15:18:53 -0500

-

-->



	","

Hierarchical Power Annotation: N/A
Person_1: 
Person_2: 
Reason: 

Situational Power Annotation:
Person_1: John Sherriff
Person_2: Greg Piper, CC(1)
Reason: In M1.2-M1.3 John tells the others to accept an offer or tell him why they shouldn't.

Attempt at Exercising Power Annotation:
DFUs: M1.2-M1.3
Person_1: John Sherriff
Person_2: Greg Piper, CC(1)
Type: Situational
Successful?: N
Reason: After John tells the others to accept an offer or tell him why they shouldn't in message 1, Greg gives John thoughts in message 2 but doesn't seem to be set one way or the other. 

Influence Annotation:
Person_1: Andy Zipper
Person_2: Greg Piper
Reason: Greg Piper calls Andy's idea good in M2.6, showing that Andy has credibility and that his idea was picked up on by at least one other person. 

Attempt at Influence Annotation:
DFUs: M1.1
Person_1: John Sherriff
Person_2: Greg Piper
Successful?: N
Reason: After John tells Greg and the other recipients of message 1 that they should accept the ICE offer, Greg doesn't seem to be 100% sold on it in message 2.
"
11,clean_xml_thread88.MN.infoadded.xml,"88

Annotation for intention:

Knowledge-Acquisition: Discussion of recommended offer by InterContinental Exchange for International Petroleum Exchange holdings



Annotation for control:
Justin Boyd: Justin initiates the thread and informs everyone of the deadline for accepting this offer in message 1.



<?xml version=""1.0""?>



<!--

-

- Sequel Pro dump

- Version 155

- http://code.google.com/p/sequel-pro

-

- Host: 127.0.0.1 (MySQL 5.0.67)

- Database: enron

- Generation Time: 2008-12-01 15:22:10 -0500

-

-->



	","


Hierarchical Power Annotation: N/A
Person_1: 
Person_2: 
Reason: 

Situational Power Annotation:
Person_1: Justin Boyd
Person_2: Greg Piper
Reason: In message 1 Justin brings up the approaching deadline for accepting an offer. In messages 3 and 6 he responds to questions from Greg (from messages 2 and 4/5, respectively) about accepting the offer, showing that he is the one who knows the most about it.

Attempt at Exercising Power Annotation:
DFUs: M1.7
Person_1: Justin Boyd
Person_2: Greg Piper, To(1)
Type: Situational
Successful?: N
Reason: After Justin asks Greg and the others to tell him whether they want to accept the offer and to decide by the next day, Greg keeps asking questions about it, showing that he is unsure, and no one else responds in this thread.

Influence Annotation:
Person_1: Justin Boyd
Person_2: Greg Piper
Reason: Justin tries to convince Greg and the other recipients of message 1 that they should accept the offer. Greg seems interested in this idea, as he asks several questions about accepting the offer.

Attempt at Influence Annotation:
DFUs: M1.4
Person_1: Justin Boyd
Person_2: Greg Piper
Successful?: N
Reason: After Justin says he would like to accept the offer in message 1, in message 2, Greg asks Andy Zipper for his opinion on whether to accept the offer, showing that Greg prefers Andy's opinion to Justin's.


"
12,clean_xml_thread65.MN.infoadded.xml,"65
Annotation for intention:

Knowledge-Acquisition/Argumentation: Charge Structures for EnronOnline (both a recommended idea and computed (factual) charges)

Annotation for control: 
David Forster: David initiates the thread and provides his ideas for charge structures in message 1.



<?xml version=""1.0""?>



<!--

-

- Sequel Pro dump

- Version 155

- http://code.google.com/p/sequel-pro

-

- Host: 127.0.0.1 (MySQL 5.0.67)

- Database: enron

- Generation Time: 2008-11-17 15:34:12 -0500

-

-->



	","


Hierarchical Power Annotation:
Person_1: Andy Zipper
Person_2: David Forster
Reason: Andy Zipper has the power to make decisions. AndyÕs approval of DavidÕs recommendation in M2.1.

Situational Power Annotation:
Person_1: Andy Zipper
Person_2: David Forster
Reason: Andy Zipper has the power to make decisions. AndyÕs approval of DavidÕs recommendation in M2.1.

Attempt at Exercising Power Annotation:
DFUs: M2.1-2.6, M4.1
Person_1: Andy Zipper
Person_2: David Forster
Type: Hierarchical
Successful?: Y
Reason: Andy must approve of David's suggestions, which he does in message 2, and David responds in message 3. In message 5, David complies with Andy's request for data in message 4.

Influence Annotation:
Person_1: Andy Zipper
Person_2: David Forster
Reason: After Andy mentions that he likes alternative 1, David tells him that he also would have preferred alternative 1 if not for having to sell internally, showing that Andy has credibility.

Attempt at Influence Annotation:
DFUs: M2.4-M2.6
Person_1: Andy Zipper
Person_2: David Forster
Successful?: Y
Reason: In M3.8-M3.9, David acknowledges that Andy's preference for alternative 1 rather than his own recommendation from message 1 would've been his first choice as well if not for having to sell internally.


"
13,clean_xml_thread83.MN.infoadded.xml,"83

Annotation for intention:

Knowledge-Acquisition: discrepancy between PG&E's PX credit amounts, as specified in Schedule F and as calculated in May

Annotation for control:
Michael Tribolet: Michael initiates the thread, telling everyone about this discrepancy in message 1, and gives Robert (Bob) further details in message 3 after Robert asks for them in message 2. 



<?xml version=""1.0""?>



<!--

-

- Sequel Pro dump

- Version 155

- http://code.google.com/p/sequel-pro

-

- Host: 127.0.0.1 (MySQL 5.0.67)

- Database: enron

- Generation Time: 2008-12-01 15:20:59 -0500

-

-->



	","


Hierarchical Power Annotation: N/A
Person_1: 
Person_2: 
Reason: 

Situational Power Annotation:
Person_1: Michael Tribolet, William S Bradford
Person_2: Robert C Williams
Reason: Michael and Bill are scheduled to talk with Pacific Gas & Electric the next day in order to resolve the discrepancy (as Michael says in message 3), while Bob will have to wait to hear what they say in order to find out more information.

Attempt at Exercising Power Annotation: N/A
DFUs: 
Person_1:
Person_2:
Type:
Successful?:
Reason: 

Influence Annotation: N?A
Person_1: 
Person_2: 
Reason:

Attempt at Influence Annotation: N/A
DFUs: 
Person_1:
Person_2:
Successful?:
Reason: 


"
14,clean_xml_thread101.MN.infoadded.xml,"101
Annotation for intention:

External-event-planning: getting a reserve cleared, and getting approval for ERCOT Schedule C (these two might be the same thing)

Annotation for control:

Stacey W White: Stacey initiates the thread and starts the chain of asking for reserve approval.


<?xml version=""1.0""?>



<!--

-

- Sequel Pro dump

- Version 155

- http://code.google.com/p/sequel-pro

-

- Host: 127.0.0.1 (MySQL 5.0.67)

- Database: enron

- Generation Time: 2008-12-12 17:37:18 -0500

-

-->



	","

Hierarchical Power Annotation:
Person_1: Stacey W White
Person_2: Doug Gilbert-smith
Reason: From Stacey's abruptness in message 1, it seems like she has the ability to order Doug around.

Person_1: John Lavorato
Person_2: Kevin M Presto
Reason: Kevin asks for John's approval of the schedule, showing that John has more authority.

Person_1: John Lavorato
Person_2: Stacey W White
Reason: In message 1, Stacey mentions John as the person who needs to clear the reserve, indicating that she cannot do so herself.

Situational Power Annotation:
Person_1: Stacey W White
Person_2: Doug Gilbert-smith
Reason: From Stacey's abruptness in message 1, it seems like she has the ability to order Doug around.

Person_1: John Lavorato
Person_2: Kevin M Presto
Reason: Kevin asks for John's approval of the schedule, showing that John has more authority.

Person_1: John Lavorato
Person_2: Stacey W White
Reason: In message 1, Stacey mentions John as the person who needs to clear the reserve, indicating that she cannot do so herself.

Attempt at Exercising Power Annotation:
DFUs: M1.2
Person_1: Stacey W White
Person_2: Doug Gilbert-smith
Type: Hierarchical
Successful?: Y
Reason: After receiving Stacey's email, Doug forwards the reserve to the next person down the line, Kevin Miller (Presto).

DFUs: M3.1
Person_1: Kevin M Presto
Person_2: John Lavorato
Type: Situational
Successful?: No Reply
Reason: In M3.1, Kevin asks John to approve a schedule.

Influence Annotation: N/A
Person_1:
Person_2:
Reason:

Attempt at Influence Annotation: N/A
DFUs: 
Person_1:
Person_2:
Successful?:
Reason: 
"
15,clean_xml_thread90.MN.infoadded.xml,"90
Annotation for intention:

Knowledge-Acquisition: checking the attached list of cost center assignments for transfers out of EES

Annotation for control:
Wade Stubblefield: Wade initiates the thread and asks the others to proofread the list of transfers.



<?xml version=""1.0""?>



<!--

-

- Sequel Pro dump

- Version 155

- http://code.google.com/p/sequel-pro

-

- Host: 127.0.0.1 (MySQL 5.0.67)

- Database: enron

- Generation Time: 2008-12-01 15:17:54 -0500

-

-->



	","

Hierarchical Power Annotation: N/A
Person_1: 
Person_2: 
Reason: 

Situational Power Annotation:
Person_1: Wade Stubblefield
Person_2: Beth Apollo, To(1)
Reason: Wade tells Beth and the others to look over the list of transfer assignments, and Beth complies.

Attempt at Exercising Power Annotation:
DFUs: M1.5, M1.9
Person_1: Wade Stubblefield
Person_2: Beth Apollo
Type: Situational
Successful?: Y
Reason: In message 1, Wade tells Beth and the others to look over the list of transfer assignments and let him know of any errors or changes, and in message 2 Beth complies and tells Wade about an error in the list.

Influence Annotation: N/A
Person_1:
Person_2:
Reason:

Attempt at Influence Annotation: N/A
DFUs: 
Person_1:
Person_2:
Successful?:
Reason: 
"
16,clean_xml_thread84.MN.infoadded.xml,"84

Annotation for intention:

External-event-planning: gathering information to be able to make an offer to a customer


Annotation for control:
Mark Knippa: Mark initiates the thread, and asks the Bay Gas team to review his outline of the offer to the customer in message 1. In message 2, he asks some additional people for assistance in preparing the offer.



<?xml version=""1.0""?>



<!--

-

- Sequel Pro dump

- Version 155

- http://code.google.com/p/sequel-pro

-

- Host: 127.0.0.1 (MySQL 5.0.67)

- Database: enron

- Generation Time: 2008-12-01 15:21:15 -0500

-

-->



	","


Hierarchical Power Annotation: N/A
Person_1: 
Person_2: 
Reason: 

Situational Power Annotation:
Person_1: Mark Knippa
Person_2: Eric Boyt, Scott Neal, Peter Bennett, Chris Hilgert
Reason: Mark asks these four people to help him put together an offer to give a customer in messages 1 and 2. He seems to be the one directing this project, and they seem to be the ones doing the grunt work.

Attempt at Exercising Power Annotation:
DFUs: M1.8, M1.11
Person_1: Mark Knippa
Person_2: Eric Boyt
Type: Situational
Successful?: Y
Reason: After Mark asks Eric Boyt and the others to review and figure out a gas price, Eric offers to help in message 3.

DFUs: M2.2-M2.5
Person_1: Mark Knippa
Person_2: Eric Boyt
Type: Situational
Successful?: Y
Reason: In M3.2-M3.3 Eric offers to help Scott prepare an evaluation that seems to be what Mark had asked for in message 2.

Influence Annotation: N/A
Person_1:
Person_2:
Reason:

Attempt at Influence Annotation: N/A
DFUs: 
Person_1:
Person_2:
Successful?:
Reason: 


"
17,clean_xml_thread106.MN.infoadded.xml,"106
Annotation for intention:

Knowledge-Acquisition: details about EnEX

Annotation for control:
Justin Boyd: Justin is the only person who sends messages in this thread, and he informs Andy Zipper of the details about EnEX.



<?xml version=""1.0""?>



<!--

-

- Sequel Pro dump

- Version 155

- http://code.google.com/p/sequel-pro

-

- Host: 127.0.0.1 (MySQL 5.0.67)

- Database: enron

- Generation Time: 2008-12-12 17:38:42 -0500

-

-->



	","

Hierarchical Power Annotation: N/A
Person_1: 
Person_2: 
Reason: 

Situational Power Annotation: N/A
Person_1: 
Person_2: 
Reason: 

Attempt at Exercising Power Annotation: N/A
DFUs: 
Person_1:
Person_2:
Type:
Successful?:
Reason: 

Influence Annotation: N/A
Person_1: 
Person_2: 
Reason:

Attempt at Influence Annotation: N/A
DFUs: 
Person_1:
Person_2:
Successful?:
Reason: 
"
18,clean_xml_thread66.MN.infoadded.xml,"66
Annotation for intention:

Knowledge-Acquisition: payments for April and November


Annotation for control:
Chris H Foster: Chris Foster is the only person whose messages are included in this thread, and he tells the others the payments for April and November.


<?xml version=""1.0""?>



<!--

-

- Sequel Pro dump

- Version 155

- http://code.google.com/p/sequel-pro

-

- Host: 127.0.0.1 (MySQL 5.0.67)

- Database: enron

- Generation Time: 2008-11-17 16:29:03 -0500

-

-->



	","


Hierarchical Power Annotation: N/A
Person_1: 
Person_2: 
Reason: 

Situational Power Annotation:
Person_1: Chris H Foster
Person_2: Chris Stokley, Kourtney Nelson, Jim Reyes
Reason: In message 1, Chris Foster asks the others to get money to Harbor by a set date.

Attempt at Exercising Power Annotation:
DFUs: M1.4
Person_1: Chris H Foster
Person_2: Chris Stokley, Kourtney Nelson, Jim Reyes
Type: Situational
Successful?: No Reply
Reason: In message 1, Chris Foster asks the others to get money to Harbor by a set date.

Influence Annotation: N/A
Person_1:
Person_2:
Reason:

Attempt at Influence Annotation: N/A
DFUs: 
Person_1:
Person_2:
Successful?:
Reason: 


"
19,clean_xml_thread102.MN.infoadded.xml,"102
Annotation for intention:

Collaboration-on-information-product: getting correct purchase information for a deal on a March 2001 invoice

Annotation for control:
Julie Meyers: Julie initiates the thread and asks Daren Farmer and Tess Ray about the deals on the March 2001 invoice.



<?xml version=""1.0""?>



<!--

-

- Sequel Pro dump

- Version 155

- http://code.google.com/p/sequel-pro

-

- Host: 127.0.0.1 (MySQL 5.0.67)

- Database: enron

- Generation Time: 2008-12-12 17:37:33 -0500

-

-->



	","

Hierarchical Power Annotation: N/A
Person_1: 
Person_2: 
Reason: 

Situational Power Annotation:
Person_1: Tess Ray
Person_2: Daren J Farmer, Charlene Richmond, Cynthia Hakemack, Charles Howard, Mary Ellenberger
Reason: In messages 2, 4, and 5, Tess tells the others she needs to know if a price was at IF or Gas Daily.

Attempt at Exercising Power Annotation:
DFUs: M2.4
Person_1: Tess Ray
Person_2: Daren J Farmer
Type: Situational
Successful?: Y
Reason: In M2.4, Tess tells Daren she needs to know which price is correct. In M3.6, Daren tells her he needs more information, and then they can go forward with figuring it out.

DFUs: M5.4
Person_1: Tess Ray
Person_2: Mary Ellenberger
Type: Situational
Successful?: No Reply
Reason: In M5.4, Tess tells Mary that she needs to know whether a purchase price was at IF or Gas Daily. [In M1.2-M1.4 of thread 108, Mary gives Tess this information.]

Influence Annotation: N/A
Person_1:
Person_2:
Reason:

Attempt at Influence Annotation: N/A
DFUs: 
Person_1:
Person_2:
Successful?:
Reason: 
"
20,clean_xml_thread94.MN.infoadded.xml,"94
Annotation for intention:

Knowledge-Acquisition: companies' responses to the prospect of receiving email updates from EnronOnline


Annotation for control:
Daniel Diamond: Dan is the only sender of messages in this thread. He tells the others what various companies think about getting email updates from EnronOnline.


<?xml version=""1.0""?>



<!--

-

- Sequel Pro dump

- Version 155

- http://code.google.com/p/sequel-pro

-

- Host: 127.0.0.1 (MySQL 5.0.67)

- Database: enron

- Generation Time: 2008-12-01 15:19:09 -0500

-

-->



	","

Hierarchical Power Annotation: N/A
Person_1: 
Person_2: 
Reason: 

Situational Power Annotation: N/A
Person_1: 
Person_2: 
Reason: 

Attempt at Exercising Power Annotation: N/A
DFUs: 
Person_1:
Person_2:
Type:
Successful?:
Reason: 

Influence Annotation: N/A
Person_1:
Person_2:
Reason:

Attempt at Influence Annotation:
DFUs: M1.6-M1.8
Person_1: Daniel Diamond
Person_2: Andy Zipper
Successful?: No Reply
Reason: In message 1, Dan suggests how to get companies to complete necessary information and not ignore it.
"
21,clean_xml_thread72.MN.infoadded.xml,"72
Annotation for intention:

Argumentation/Knowledge-Acquisition: EGM's good job in officialization process/explanation of this process by someone at EGM


Annotation for control:
Michelle Bruce: when Shona Wilson asks who to thank for the good work in an officialization process, Michelle tells her who to thank and explains how it worked.


<?xml version=""1.0""?>



<!--

-

- Sequel Pro dump

- Version 155

- http://code.google.com/p/sequel-pro

-

- Host: 127.0.0.1 (MySQL 5.0.67)

- Database: enron

- Generation Time: 2008-11-17 16:31:35 -0500

-

-->



	","


Hierarchical Power Annotation: N/A
Person_1: 
Person_2: 
Reason: 

Situational Power Annotation: N/A
Person_1: 
Person_2: 
Reason: 

Attempt at Exercising Power Annotation: N/A
DFUs: 
Person_1:
Person_2:
Type:
Successful?:
Reason: 

Influence Annotation: N/A
Person_1:
Person_2:
Reason:

Attempt at Influence Annotation: N/A
DFUs: 
Person_1:
Person_2:
Successful?:
Reason: 


"
